Dataset,Model,DimReduction,Dimensions,AnomalyMethod,Accuracy,Precision,Recall,F1,AUC
plantpathology,vgg19_bn,umap,2,IsolationForest,0.42,0.8613861386138614,0.2396694214876033,0.375,0.5687398202328529
plantpathology,vgg19_bn,umap,2,OneClassSVM,0.318,0.6964285714285714,0.10743801652892562,0.18615751789976134,0.4916752126440249
plantpathology,vgg19_bn,umap,2,LOF,0.306,0.7666666666666667,0.06336088154269973,0.11704834605597965,0.5061329955158754
plantpathology,vgg19_bn,umap,2,GMM,0.286,0.8,0.02203856749311295,0.04289544235924933,0.5037200136735638
plantpathology,vgg19_bn,umap,1,IQR+CI,0.28,0.7142857142857143,0.013774104683195593,0.02702702702702703,0.4995877822686051
plantpathology,vgg19_bn,umap,1,IsolationForest,0.372,0.8181818181818182,0.17355371900826447,0.2863636363636364,0.5356819689931833
plantpathology,vgg19_bn,umap,1,OneClassSVM,0.366,0.8285714285714286,0.15977961432506887,0.2678983833718245,0.5360941867245782
plantpathology,vgg19_bn,umap,1,LOF,0.286,0.8,0.02203856749311295,0.04289544235924933,0.5037200136735638
plantpathology,vgg19_bn,umap,1,GMM,0.276,0.6,0.008264462809917356,0.016304347826086956,0.49683296133196597
plantpathology,vgg19_bn,pca,2,IQR+CI,0.38,0.8840579710144928,0.16804407713498623,0.2824074074074074,0.5548249582755223
plantpathology,vgg19_bn,pca,2,IsolationForest,0.438,0.8727272727272727,0.2644628099173554,0.4059196617336152,0.5811365144477287
plantpathology,vgg19_bn,pca,2,OneClassSVM,0.418,0.839622641509434,0.24517906336088155,0.3795309168443497,0.5605457360600028
plantpathology,vgg19_bn,pca,2,LOF,0.354,0.9347826086956522,0.1184573002754821,0.21026894865525672,0.548279745028252
plantpathology,vgg19_bn,pca,2,GMM,0.336,0.9428571428571428,0.09090909090909091,0.1658291457286432,0.5381552753815527
plantpathology,vgg19_bn,pca,1,IQR+CI,0.38,0.8840579710144928,0.16804407713498623,0.2824074074074074,0.5548249582755223
plantpathology,vgg19_bn,pca,1,IsolationForest,0.44,0.8738738738738738,0.26721763085399447,0.4092827004219409,0.5825139249160483
plantpathology,vgg19_bn,pca,1,OneClassSVM,0.424,0.8378378378378378,0.256198347107438,0.3924050632911392,0.5624057428967847
plantpathology,vgg19_bn,pca,1,LOF,0.354,0.9347826086956522,0.1184573002754821,0.21026894865525672,0.548279745028252
plantpathology,vgg19_bn,pca,1,GMM,0.336,0.9428571428571428,0.09090909090909091,0.1658291457286432,0.5381552753815527
plantpathology,vit_b_16,tsne,2,IQR+CI,0.446,0.9523809523809523,0.22662889518413598,0.36613272311212813,0.5997090054151972
plantpathology,vit_b_16,tsne,2,IsolationForest,0.478,0.8770491803278688,0.3031161473087819,0.45052631578947366,0.6005376654911256
plantpathology,vit_b_16,tsne,2,OneClassSVM,0.514,0.8666666666666667,0.36827195467422097,0.5168986083499006,0.6161087664527567
plantpathology,vit_b_16,tsne,2,LOF,0.462,0.8962264150943396,0.26912181303116145,0.4139433551198257,0.5971459405291861
plantpathology,vit_b_16,tsne,2,GMM,0.436,0.9733333333333334,0.20679886685552407,0.3411214953271028,0.5965967123393267
plantpathology,vit_b_16,tsne,1,IQR+CI,0.77,0.8966666666666666,0.7620396600566572,0.8238897396630934,0.7755776531575803
plantpathology,vit_b_16,tsne,1,IsolationForest,0.808,0.9477351916376306,0.7705382436260623,0.85,0.8342487136497658
plantpathology,vit_b_16,tsne,1,OneClassSVM,0.738,0.9475806451612904,0.6657223796033994,0.7820299500831946,0.7886435027268699
plantpathology,vit_b_16,tsne,1,LOF,0.562,0.9407894736842105,0.40509915014164305,0.5663366336633663,0.6719373301728623
plantpathology,vit_b_16,tsne,1,GMM,0.382,0.9583333333333334,0.13031161473087818,0.22942643391521197,0.5583530862770038
plantpathology,vit_b_16,umap,2,IQR+CI,0.394,0.9310344827586207,0.1529745042492918,0.26277372262773724,0.5628818099477751
plantpathology,vit_b_16,umap,2,IsolationForest,0.546,0.9038461538461539,0.39943342776203966,0.5540275049115914,0.6486963057177545
plantpathology,vit_b_16,umap,2,OneClassSVM,0.376,0.7530864197530864,0.17280453257790368,0.28110599078341014,0.5183750554045982
plantpathology,vit_b_16,umap,2,LOF,0.482,0.9351851851851852,0.28611898016997167,0.43817787418655096,0.6192499662754619
plantpathology,vit_b_16,umap,2,GMM,0.352,0.9393939393939394,0.08781869688385269,0.16062176165803108,0.537106627353491
plantpathology,vit_b_16,umap,1,IQR+CI,0.3,0.6666666666666666,0.0169971671388102,0.03314917127071823,0.49829450193675207
plantpathology,vit_b_16,umap,1,IsolationForest,0.828,0.9494949494949495,0.7988668555240793,0.8676923076923077,0.8484130195987744
plantpathology,vit_b_16,umap,1,OneClassSVM,0.778,0.9481481481481482,0.7252124645892352,0.8218298555377207,0.8149871846755699
plantpathology,vit_b_16,umap,1,LOF,0.828,0.9556313993174061,0.7932011331444759,0.8668730650154799,0.852382879497408
plantpathology,vit_b_16,umap,1,GMM,0.29,0.0,0.0,0.0,0.4931972789115646
plantpathology,vit_b_16,pca,2,IQR+CI,0.348,0.8857142857142857,0.08781869688385269,0.15979381443298968,0.5303039062650556
plantpathology,vit_b_16,pca,2,IsolationForest,0.366,0.7727272727272727,0.14447592067988668,0.24343675417661098,0.521217552176678
plantpathology,vit_b_16,pca,2,OneClassSVM,0.452,0.8319327731092437,0.2804532577903683,0.4194915254237288,0.5721994180108303
plantpathology,vit_b_16,pca,2,LOF,0.318,0.8333333333333334,0.042492917847025496,0.08086253369272237,0.5110423772908597
plantpathology,vit_b_16,pca,2,GMM,0.326,0.9,0.05099150141643059,0.09651474530831099,0.5186930296197799
plantpathology,vit_b_16,pca,1,IQR+CI,0.348,0.8857142857142857,0.08781869688385269,0.15979381443298968,0.5303039062650556
plantpathology,vit_b_16,pca,1,IsolationForest,0.366,0.7727272727272727,0.14447592067988668,0.24343675417661098,0.521217552176678
plantpathology,vit_b_16,pca,1,OneClassSVM,0.46,0.8429752066115702,0.28895184135977336,0.43037974683544306,0.5798500703397507
plantpathology,vit_b_16,pca,1,LOF,0.318,0.8333333333333334,0.042492917847025496,0.08086253369272237,0.5110423772908597
plantpathology,vit_b_16,pca,1,GMM,0.326,0.9,0.05099150141643059,0.09651474530831099,0.5186930296197799
plantpathology,vit_b_32,tsne,2,IQR+CI,0.598,0.9388888888888889,0.47075208913649025,0.62708719851577,0.6963689523696636
plantpathology,vit_b_32,tsne,2,IsolationForest,0.646,0.9333333333333333,0.5459610027855153,0.6889279437609842,0.7233351113218356
plantpathology,vit_b_32,tsne,2,OneClassSVM,0.504,0.8535031847133758,0.3732590529247911,0.5193798449612403,0.6050692427744523
plantpathology,vit_b_32,tsne,2,LOF,0.624,0.9430051813471503,0.5069637883008357,0.6594202898550725,0.7144748019518362
plantpathology,vit_b_32,tsne,2,GMM,0.29,0.75,0.016713091922005572,0.0326975476839237,0.5012643473794425
plantpathology,vit_b_32,tsne,1,IQR+CI,0.794,0.960431654676259,0.7437325905292479,0.8383045525902669,0.8328592030660423
plantpathology,vit_b_32,tsne,1,IsolationForest,0.79,0.950354609929078,0.7465181058495822,0.8361934477379095,0.823613662853869
plantpathology,vit_b_32,tsne,1,OneClassSVM,0.716,0.9322709163346613,0.6518105849582173,0.7672131147540984,0.7656216045358463
plantpathology,vit_b_32,tsne,1,LOF,0.776,0.9660377358490566,0.713091922005571,0.8205128205128205,0.8246310673857642
plantpathology,vit_b_32,tsne,1,GMM,0.52,0.983739837398374,0.3370473537604457,0.5020746887966805,0.6614314782986626
plantpathology,vit_b_32,umap,2,IQR+CI,0.516,0.9534883720930233,0.3426183844011142,0.5040983606557377,0.6500325964558763
plantpathology,vit_b_32,umap,2,IsolationForest,0.628,0.9303482587064676,0.520891364902507,0.6678571428571428,0.7108002923803316
plantpathology,vit_b_32,umap,2,OneClassSVM,0.43,0.87,0.24233983286908078,0.3790849673202614,0.5750706256543985
plantpathology,vit_b_32,umap,2,LOF,0.486,0.9396551724137931,0.30362116991643456,0.4589473684210526,0.6269878899227563
plantpathology,vit_b_32,umap,2,GMM,0.348,0.9459459459459459,0.09749303621169916,0.17676767676767677,0.5416543195242893
plantpathology,vit_b_32,umap,1,IQR+CI,0.576,0.9349112426035503,0.4401114206128134,0.5984848484848485,0.6810486181078251
plantpathology,vit_b_32,umap,1,IsolationForest,0.764,0.9479553903345725,0.7103064066852368,0.8121019108280255,0.8055078132716964
plantpathology,vit_b_32,umap,1,OneClassSVM,0.516,0.8926174496644296,0.37047353760445684,0.5236220472440944,0.6284991801497462
plantpathology,vit_b_32,umap,1,LOF,0.686,0.9675925925925926,0.5821727019498607,0.7269565217391304,0.7662636559394694
plantpathology,vit_b_32,umap,1,GMM,0.376,0.9607843137254902,0.13649025069637882,0.23902439024390243,0.5611529267666291
plantpathology,vit_b_32,pca,2,IQR+CI,0.416,0.9135802469135802,0.20612813370473537,0.33636363636363636,0.5782413718169067
plantpathology,vit_b_32,pca,2,IsolationForest,0.504,0.8992805755395683,0.34818941504178275,0.5020080321285141,0.6244493174499693
plantpathology,vit_b_32,pca,2,OneClassSVM,0.382,0.7717391304347826,0.1977715877437326,0.3148558758314856,0.5244177087654834
plantpathology,vit_b_32,pca,2,LOF,0.354,0.86,0.11977715877437325,0.21026894865525672,0.5350658843517256
plantpathology,vit_b_32,pca,2,GMM,0.302,0.8571428571428571,0.033426183844011144,0.064343163538874,0.5096208933404452
plantpathology,vit_b_32,pca,1,IQR+CI,0.416,0.9135802469135802,0.20612813370473537,0.33636363636363636,0.5782413718169067
plantpathology,vit_b_32,pca,1,IsolationForest,0.504,0.8992805755395683,0.34818941504178275,0.5020080321285141,0.6244493174499693
plantpathology,vit_b_32,pca,1,OneClassSVM,0.396,0.7878787878787878,0.21727019498607242,0.3406113537117904,0.5341670123866532
plantpathology,vit_b_32,pca,1,LOF,0.354,0.86,0.11977715877437325,0.21026894865525672,0.5350658843517256
plantpathology,vit_b_32,pca,1,GMM,0.302,0.8571428571428571,0.033426183844011144,0.064343163538874,0.5096208933404452
plantpathology,vit_l_16,tsne,2,IQR+CI,0.564,0.9503105590062112,0.4214876033057851,0.583969465648855,0.6815467213609218
plantpathology,vit_l_16,tsne,2,IsolationForest,0.678,0.9391304347826087,0.5950413223140496,0.7284991568296796,0.746425770646076
plantpathology,vit_l_16,tsne,2,OneClassSVM,0.548,0.8784530386740331,0.4380165289256198,0.5845588235294118,0.6387162936598902
plantpathology,vit_l_16,tsne,2,LOF,0.648,0.9698492462311558,0.5316804407713499,0.6868327402135231,0.7439424101666968
plantpathology,vit_l_16,tsne,2,GMM,0.5,0.9829059829059829,0.3168044077134986,0.4791666666666667,0.6511029337837566
plantpathology,vit_l_16,tsne,1,IQR+CI,0.8,0.887905604719764,0.8292011019283747,0.8575498575498576,0.7759144195773261
plantpathology,vit_l_16,tsne,1,IsolationForest,0.776,0.9498207885304659,0.7300275482093664,0.8255451713395638,0.8139188835937344
plantpathology,vit_l_16,tsne,1,OneClassSVM,0.762,0.9357142857142857,0.721763085399449,0.8149300155520995,0.7951881120427902
plantpathology,vit_l_16,tsne,1,LOF,0.848,0.9644012944983819,0.8209366391184573,0.8869047619047619,0.8703223341577687
plantpathology,vit_l_16,tsne,1,GMM,0.4,0.9701492537313433,0.1790633608815427,0.3023255813953488,0.5822324103677786
plantpathology,vit_l_16,umap,2,IQR+CI,0.422,0.9404761904761905,0.21763085399449036,0.3534675615212528,0.5905672518147634
plantpathology,vit_l_16,umap,2,IsolationForest,0.548,0.9151515151515152,0.41597796143250687,0.571969696969697,0.6568940902053045
plantpathology,vit_l_16,umap,2,OneClassSVM,0.512,0.8742138364779874,0.38292011019283745,0.5325670498084292,0.6184673543664917
plantpathology,vit_l_16,umap,2,LOF,0.502,0.9453125,0.3333333333333333,0.49287169042769857,0.6411192214111922
plantpathology,vit_l_16,umap,2,GMM,0.394,0.96875,0.17079889807162535,0.2903981264637002,0.57810017896282
plantpathology,vit_l_16,umap,1,IQR+CI,0.838,0.9828767123287672,0.790633608815427,0.8763358778625954,0.8770686292252318
plantpathology,vit_l_16,umap,1,IsolationForest,0.884,0.9579579579579579,0.8787878787878788,0.9166666666666666,0.8882990488829905
plantpathology,vit_l_16,umap,1,OneClassSVM,0.818,0.9358974358974359,0.8044077134986226,0.8651851851851852,0.8292111560193842
plantpathology,vit_l_16,umap,1,LOF,0.866,0.9805194805194806,0.8319559228650137,0.9001490312965723,0.8940801512135289
plantpathology,vit_l_16,umap,1,GMM,0.728,0.9913419913419913,0.6308539944903582,0.7710437710437711,0.8081277271721864
plantpathology,vit_l_16,pca,2,IQR+CI,0.41,0.9358974358974359,0.20110192837465565,0.3310657596371882,0.5823027890048461
plantpathology,vit_l_16,pca,2,IsolationForest,0.482,0.8939393939393939,0.325068870523416,0.4767676767676768,0.6114395447507591
plantpathology,vit_l_16,pca,2,OneClassSVM,0.452,0.8503937007874016,0.2975206611570248,0.44081632653061226,0.5794172648850817
plantpathology,vit_l_16,pca,2,LOF,0.372,0.9454545454545454,0.14325068870523416,0.24880382775119617,0.560676439243128
plantpathology,vit_l_16,pca,2,GMM,0.374,0.9629629629629629,0.14325068870523416,0.24940047961630696,0.5643260742796244
plantpathology,vit_l_16,pca,1,IQR+CI,0.41,0.9358974358974359,0.20110192837465565,0.3310657596371882,0.5823027890048461
plantpathology,vit_l_16,pca,1,IsolationForest,0.482,0.8939393939393939,0.325068870523416,0.4767676767676768,0.6114395447507591
plantpathology,vit_l_16,pca,1,OneClassSVM,0.452,0.8503937007874016,0.2975206611570248,0.44081632653061226,0.5794172648850817
plantpathology,vit_l_16,pca,1,LOF,0.372,0.9454545454545454,0.14325068870523416,0.24880382775119617,0.560676439243128
plantpathology,vit_l_16,pca,1,GMM,0.374,0.9629629629629629,0.14325068870523416,0.24940047961630696,0.5643260742796244
plantpathology,vit_l_32,tsne,2,IQR+CI,0.402,0.9117647058823529,0.17464788732394365,0.29314420803782504,0.5666342884895581
plantpathology,vit_l_32,tsne,2,IsolationForest,0.542,0.9038461538461539,0.3971830985915493,0.5518590998043053,0.6468674113647401
plantpathology,vit_l_32,tsne,2,OneClassSVM,0.458,0.8387096774193549,0.29295774647887324,0.4342379958246347,0.5775133559980573
plantpathology,vit_l_32,tsne,2,LOF,0.562,0.9047619047619048,0.428169014084507,0.5812619502868069,0.65891209324915
plantpathology,vit_l_32,tsne,2,GMM,0.368,0.9534883720930233,0.11549295774647887,0.20603015075376885,0.5508499271491015
plantpathology,vit_l_32,tsne,1,IQR+CI,0.52,0.9914529914529915,0.3267605633802817,0.4915254237288136,0.6599320058280719
plantpathology,vit_l_32,tsne,1,IsolationForest,0.846,0.9512987012987013,0.8253521126760563,0.8838612368024132,0.8609519184069937
plantpathology,vit_l_32,tsne,1,OneClassSVM,0.844,0.9540983606557377,0.819718309859155,0.8818181818181818,0.861583292860612
plantpathology,vit_l_32,tsne,1,LOF,0.84,0.9661016949152542,0.8028169014084507,0.8769230769230769,0.8669256920835358
plantpathology,vit_l_32,tsne,1,GMM,0.544,0.9847328244274809,0.36338028169014086,0.5308641975308642,0.6747935891209325
plantpathology,vit_l_32,umap,2,IQR+CI,0.482,0.9897959183673469,0.27323943661971833,0.4282560706401766,0.6331714424477902
plantpathology,vit_l_32,umap,2,IsolationForest,0.604,0.9197860962566845,0.48450704225352115,0.6346863468634686,0.6905293831957261
plantpathology,vit_l_32,umap,2,OneClassSVM,0.594,0.9175824175824175,0.4704225352112676,0.6219739292364991,0.6834871296745993
plantpathology,vit_l_32,umap,2,LOF,0.564,0.9724137931034482,0.3971830985915493,0.564,0.6847984458474987
plantpathology,vit_l_32,umap,2,GMM,0.516,0.9829059829059829,0.323943661971831,0.4872881355932203,0.6550752792617776
plantpathology,vit_l_32,umap,1,IQR+CI,0.804,0.9776951672862454,0.7408450704225352,0.842948717948718,0.8497328800388537
plantpathology,vit_l_32,umap,1,IsolationForest,0.856,0.952076677316294,0.8394366197183099,0.8922155688622755,0.8679941719281205
plantpathology,vit_l_32,umap,1,OneClassSVM,0.84,0.9365079365079365,0.8309859154929577,0.8805970149253731,0.8465274405050995
plantpathology,vit_l_32,umap,1,LOF,0.84,0.9893238434163701,0.7830985915492957,0.8742138364779874,0.8812044681884409
plantpathology,vit_l_32,umap,1,GMM,0.784,0.9920318725099602,0.7014084507042253,0.8217821782178217,0.8438076736279747
plantpathology,vit_l_32,pca,2,IQR+CI,0.548,0.9708029197080292,0.37464788732394366,0.540650406504065,0.6735308402136959
plantpathology,vit_l_32,pca,2,IsolationForest,0.63,0.925,0.5211267605633803,0.6666666666666666,0.7088392423506557
plantpathology,vit_l_32,pca,2,OneClassSVM,0.548,0.8728323699421965,0.4253521126760563,0.571969696969697,0.6368139873725109
plantpathology,vit_l_32,pca,2,LOF,0.576,0.9440993788819876,0.428169014084507,0.5891472868217055,0.6830500242836327
plantpathology,vit_l_32,pca,2,GMM,0.512,0.9826086956521739,0.3183098591549296,0.4808510638297872,0.6522583778533269
plantpathology,vit_l_32,pca,1,IQR+CI,0.548,0.9708029197080292,0.37464788732394366,0.540650406504065,0.6735308402136959
plantpathology,vit_l_32,pca,1,IsolationForest,0.63,0.925,0.5211267605633803,0.6666666666666666,0.7088392423506557
plantpathology,vit_l_32,pca,1,OneClassSVM,0.548,0.8728323699421965,0.4253521126760563,0.571969696969697,0.6368139873725109
plantpathology,vit_l_32,pca,1,LOF,0.576,0.9440993788819876,0.428169014084507,0.5891472868217055,0.6830500242836327
plantpathology,vit_l_32,pca,1,GMM,0.512,0.9826086956521739,0.3183098591549296,0.4808510638297872,0.6522583778533269
plantpathology,wide_resnet101_2,tsne,2,IQR+CI,0.508,0.927007299270073,0.349862258953168,0.508,0.6384347791116205
plantpathology,wide_resnet101_2,tsne,2,IsolationForest,0.602,0.9270833333333334,0.4903581267217631,0.6414414414414414,0.6940841728499326
plantpathology,wide_resnet101_2,tsne,2,OneClassSVM,0.536,0.896969696969697,0.40771349862258954,0.5606060606060606,0.6418129536908569
plantpathology,wide_resnet101_2,tsne,2,LOF,0.528,0.9319727891156463,0.3774104683195592,0.5372549019607843,0.6522088837948161
plantpathology,wide_resnet101_2,tsne,2,GMM,0.33,0.9375,0.08264462809917356,0.1518987341772152,0.5340230439765941
plantpathology,wide_resnet101_2,tsne,1,IQR+CI,0.48,0.9186991869918699,0.31129476584022037,0.46502057613168724,0.6191510325551467
plantpathology,wide_resnet101_2,tsne,1,IsolationForest,0.736,0.9459459459459459,0.6749311294765841,0.7877813504823151,0.7863706742273432
plantpathology,wide_resnet101_2,tsne,1,OneClassSVM,0.588,0.8792270531400966,0.5013774104683195,0.6385964912280702,0.6594478293217511
plantpathology,wide_resnet101_2,tsne,1,LOF,0.548,0.9254658385093167,0.41046831955922863,0.5687022900763359,0.6614385393416581
plantpathology,wide_resnet101_2,tsne,1,GMM,0.416,0.9733333333333334,0.20110192837465565,0.3333333333333333,0.5932516941143351
plantpathology,wide_resnet101_2,umap,2,IQR+CI,0.602,0.9606741573033708,0.47107438016528924,0.6321626617375231,0.70998974482717
plantpathology,wide_resnet101_2,umap,2,IsolationForest,0.656,0.9360730593607306,0.5647382920110193,0.7044673539518901,0.7312742554945608
plantpathology,wide_resnet101_2,umap,2,OneClassSVM,0.598,0.8932038834951457,0.5068870523415978,0.6467486818980668,0.6731515553678792
plantpathology,wide_resnet101_2,umap,2,LOF,0.596,0.9707602339181286,0.4573002754820937,0.6217228464419475,0.7104019625585651
plantpathology,wide_resnet101_2,umap,2,GMM,0.53,0.9848484848484849,0.3581267217630854,0.5252525252525253,0.67176409080855
plantpathology,wide_resnet101_2,umap,1,IQR+CI,0.554,0.9929577464788732,0.3884297520661157,0.5584158415841585,0.6905652409965616
