Dataset,Model,DimReduction,Dimensions,ClusterizationMethod,CohenK
plantvillage,regnet_x_8gf,tsne,1,DBSCAN,0.844010307798861
plantvillage,regnet_x_8gf,umap,2,KMeans,0.600974462365592
plantvillage,regnet_x_8gf,umap,2,Hierarchical,0.507429364204979
plantvillage,regnet_x_8gf,umap,2,GMM,0.590371316353823
plantvillage,regnet_x_8gf,umap,2,DBSCAN,0.597356271101514
plantvillage,regnet_x_8gf,umap,1,KMeans,0.821108038616407
plantvillage,regnet_x_8gf,umap,1,Hierarchical,0.72989498554493
plantvillage,regnet_x_8gf,umap,1,GMM,0.844175842978136
plantvillage,regnet_x_8gf,umap,1,DBSCAN,0.367852422274582
plantvillage,regnet_x_8gf,pca,2,KMeans,0.323123783738049
plantvillage,regnet_x_8gf,pca,2,Hierarchical,0.322920241876603
plantvillage,regnet_x_8gf,pca,2,GMM,0.321880650994575
plantvillage,regnet_x_8gf,pca,2,DBSCAN,0.341522252855455
plantvillage,regnet_x_8gf,pca,1,KMeans,0.323123783738049
plantvillage,regnet_x_8gf,pca,1,Hierarchical,0.322920241876603
plantvillage,regnet_x_8gf,pca,1,GMM,0.321880650994575
plantvillage,regnet_x_8gf,pca,1,DBSCAN,0.341522252855455
plantvillage,regnet_y_16gf,tsne,2,KMeans,0.889822772059055
plantvillage,regnet_y_16gf,tsne,2,Hierarchical,0.927304908499004
plantvillage,regnet_y_16gf,tsne,2,GMM,0.911657990219278
plantvillage,regnet_y_16gf,tsne,2,DBSCAN,0.368243717534747
plantvillage,regnet_y_16gf,tsne,1,KMeans,0.860715612232264
plantvillage,regnet_y_16gf,tsne,1,Hierarchical,0.943133711599459
plantvillage,regnet_y_16gf,tsne,1,GMM,0.914506098564969
plantvillage,regnet_y_16gf,tsne,1,DBSCAN,0.875229545643592
plantvillage,regnet_y_16gf,umap,2,KMeans,0.886646304984414
plantvillage,regnet_y_16gf,umap,2,Hierarchical,0.861874117093078
plantvillage,regnet_y_16gf,umap,2,GMM,0.905156333976163
plantvillage,regnet_y_16gf,umap,2,DBSCAN,0.908340971585701
plantvillage,regnet_y_16gf,umap,1,KMeans,0.85545046035886
plantvillage,regnet_y_16gf,umap,1,Hierarchical,0.855232100708104
plantvillage,regnet_y_16gf,umap,1,GMM,0.824819344949479
plantvillage,regnet_y_16gf,umap,1,DBSCAN,0.349300844524436
plantvillage,regnet_y_16gf,pca,2,KMeans,0.780896695922175
plantvillage,regnet_y_16gf,pca,2,Hierarchical,0.711210617512437
plantvillage,regnet_y_16gf,pca,2,GMM,0.78369499112836
plantvillage,regnet_y_16gf,pca,2,DBSCAN,0.637128964366064
plantvillage,regnet_y_16gf,pca,1,KMeans,0.780896695922175
plantvillage,regnet_y_16gf,pca,1,Hierarchical,0.711210617512437
plantvillage,regnet_y_16gf,pca,1,GMM,0.78369499112836
plantvillage,regnet_y_16gf,pca,1,DBSCAN,0.637128964366064
plantvillage,regnet_y_1_6gf,tsne,2,KMeans,0.781322436942763
plantvillage,regnet_y_1_6gf,tsne,2,Hierarchical,0.761438400883934
plantvillage,regnet_y_1_6gf,tsne,2,GMM,0.788296258847321
plantvillage,regnet_y_1_6gf,tsne,2,DBSCAN,0.496356187720555
plantvillage,regnet_y_1_6gf,tsne,1,KMeans,0.475064023983202
plantvillage,regnet_y_1_6gf,tsne,1,Hierarchical,0.341547395739651
plantvillage,regnet_y_1_6gf,tsne,1,GMM,0.533461835950449
plantvillage,regnet_y_1_6gf,tsne,1,DBSCAN,0.428016670995189
plantvillage,regnet_y_1_6gf,umap,2,KMeans,0.588031874906029
plantvillage,regnet_y_1_6gf,umap,2,Hierarchical,0.514783927217589
plantvillage,regnet_y_1_6gf,umap,2,GMM,0.624184480322299
plantvillage,regnet_y_1_6gf,umap,2,DBSCAN,0.45309950567447
plantvillage,regnet_y_1_6gf,umap,1,KMeans,0.723639847449196
plantvillage,regnet_y_1_6gf,umap,1,Hierarchical,0.739391709590385
plantvillage,regnet_y_1_6gf,umap,1,GMM,0.747157097616324
plantvillage,regnet_y_1_6gf,umap,1,DBSCAN,0.630048484702655
plantvillage,regnet_y_1_6gf,pca,2,KMeans,0.343897004208963
plantvillage,regnet_y_1_6gf,pca,2,Hierarchical,0.331963648738924
plantvillage,regnet_y_1_6gf,pca,2,GMM,0.321613025029919
plantvillage,regnet_y_1_6gf,pca,2,DBSCAN,0.37422934648582
plantvillage,regnet_y_1_6gf,pca,1,KMeans,0.343897004208963
plantvillage,regnet_y_1_6gf,pca,1,Hierarchical,0.331963648738924
plantvillage,regnet_y_1_6gf,pca,1,GMM,0.321613025029919
plantvillage,regnet_y_1_6gf,pca,1,DBSCAN,0.37422934648582
plantvillage,regnet_y_32gf,tsne,2,KMeans,0.918851435705368
plantvillage,regnet_y_32gf,tsne,2,Hierarchical,0.887640449438202
plantvillage,regnet_y_32gf,tsne,2,GMM,0.918851435705368
plantvillage,regnet_y_32gf,tsne,2,DBSCAN,0.336666666666667
plantvillage,regnet_y_32gf,tsne,1,KMeans,0.876923076923077
plantvillage,regnet_y_32gf,tsne,1,Hierarchical,0.862928348909657
plantvillage,regnet_y_32gf,tsne,1,GMM,0.92808005003127
plantvillage,regnet_y_32gf,tsne,1,DBSCAN,0.906600249066003
plantvillage,regnet_y_32gf,umap,2,KMeans,0.925187032418953
plantvillage,regnet_y_32gf,umap,2,Hierarchical,0.915730337078652
plantvillage,regnet_y_32gf,umap,2,GMM,0.928214731585518
plantvillage,regnet_y_32gf,umap,2,DBSCAN,0.906015037593985
plantvillage,regnet_y_32gf,umap,1,KMeans,0.947040498442368
plantvillage,regnet_y_32gf,umap,1,Hierarchical,0.856697819314642
plantvillage,regnet_y_32gf,umap,1,GMM,0.947040498442368
plantvillage,regnet_y_32gf,umap,1,DBSCAN,0.61
plantvillage,regnet_y_32gf,pca,2,KMeans,0.564417177914111
plantvillage,regnet_y_32gf,pca,2,Hierarchical,0.389448725548311
plantvillage,regnet_y_32gf,pca,2,GMM,0.567367119901113
plantvillage,regnet_y_32gf,pca,2,DBSCAN,0.653125
plantvillage,regnet_y_32gf,pca,1,KMeans,0.564417177914111
plantvillage,regnet_y_32gf,pca,1,Hierarchical,0.389448725548311
plantvillage,regnet_y_32gf,pca,1,GMM,0.567367119901113
plantvillage,regnet_y_32gf,pca,1,DBSCAN,0.653125
plantvillage,regnet_y_3_2gf,tsne,2,KMeans,0.7597352282215
plantvillage,regnet_y_3_2gf,tsne,2,Hierarchical,0.622338667799651
plantvillage,regnet_y_3_2gf,tsne,2,GMM,0.765768579356404
plantvillage,regnet_y_3_2gf,tsne,2,DBSCAN,0.841246658242156
plantvillage,regnet_y_3_2gf,tsne,1,KMeans,0.844000440469345
plantvillage,regnet_y_3_2gf,tsne,1,Hierarchical,0.937053076845604
plantvillage,regnet_y_3_2gf,tsne,1,GMM,0.940028281399929
plantvillage,regnet_y_3_2gf,tsne,1,DBSCAN,0.838183749984734
plantvillage,regnet_y_3_2gf,umap,2,KMeans,0.798982730789145
plantvillage,regnet_y_3_2gf,umap,2,Hierarchical,0.902478922863974
plantvillage,regnet_y_3_2gf,umap,2,GMM,0.813715430470048
plantvillage,regnet_y_3_2gf,umap,2,DBSCAN,0.892462915520132
plantvillage,regnet_y_3_2gf,umap,1,KMeans,0.943482956971691
plantvillage,regnet_y_3_2gf,umap,1,Hierarchical,0.94660367994874
plantvillage,regnet_y_3_2gf,umap,1,GMM,0.943455971049457
plantvillage,regnet_y_3_2gf,umap,1,DBSCAN,0.376438370254182
plantvillage,regnet_y_3_2gf,pca,2,KMeans,0.428614249049252
plantvillage,regnet_y_3_2gf,pca,2,Hierarchical,0.367169115308783
plantvillage,regnet_y_3_2gf,pca,2,GMM,0.397748265015727
plantvillage,regnet_y_3_2gf,pca,2,DBSCAN,0.487850511557408
plantvillage,regnet_y_3_2gf,pca,1,KMeans,0.428614249049252
plantvillage,regnet_y_3_2gf,pca,1,Hierarchical,0.367169115308783
plantvillage,regnet_y_3_2gf,pca,1,GMM,0.397748265015727
plantvillage,regnet_y_3_2gf,pca,1,DBSCAN,0.487850511557408
plantvillage,regnet_y_400mf,tsne,2,KMeans,0.632020977896521
plantvillage,regnet_y_400mf,tsne,2,Hierarchical,0.687176116686468
plantvillage,regnet_y_400mf,tsne,2,GMM,0.669058189560971
plantvillage,regnet_y_400mf,tsne,2,DBSCAN,0.669621893483532
plantvillage,regnet_y_400mf,tsne,1,KMeans,0.577697533508783
plantvillage,regnet_y_400mf,tsne,1,Hierarchical,0.224843098723711
plantvillage,regnet_y_400mf,tsne,1,GMM,0.585658250925363
plantvillage,regnet_y_400mf,tsne,1,DBSCAN,0.37984293706385
plantvillage,regnet_y_400mf,umap,2,KMeans,0.465534525865713
plantvillage,regnet_y_400mf,umap,2,Hierarchical,0.60615626980757
plantvillage,regnet_y_400mf,umap,2,GMM,0.478893669929422
plantvillage,regnet_y_400mf,umap,2,DBSCAN,0.442234038597405
plantvillage,regnet_y_400mf,umap,1,KMeans,0.71333597633497
plantvillage,regnet_y_400mf,umap,1,Hierarchical,0.682103325501974
plantvillage,regnet_y_400mf,umap,1,GMM,0.686926284818052
plantvillage,regnet_y_400mf,pca,2,KMeans,0.407407407407407
plantvillage,regnet_y_400mf,pca,2,Hierarchical,0.308419596672835
plantvillage,regnet_y_400mf,pca,2,GMM,0.406131690297677
plantvillage,regnet_y_400mf,pca,2,DBSCAN,0.377693626655898
plantvillage,regnet_y_400mf,pca,1,KMeans,0.407407407407407
plantvillage,regnet_y_400mf,pca,1,Hierarchical,0.308419596672835
plantvillage,regnet_y_400mf,pca,1,GMM,0.406131690297677
plantvillage,regnet_y_400mf,pca,1,DBSCAN,0.377693626655898
plantvillage,regnet_y_800mf,tsne,2,KMeans,0.636893973040128
plantvillage,regnet_y_800mf,tsne,2,Hierarchical,0.622694327635206
plantvillage,regnet_y_800mf,tsne,2,GMM,0.65752395830204
plantvillage,regnet_y_800mf,tsne,2,DBSCAN,0.652835970981876
plantvillage,regnet_y_800mf,tsne,1,KMeans,0.757653843794098
plantvillage,regnet_y_800mf,tsne,1,Hierarchical,0.850836249277488
plantvillage,regnet_y_800mf,tsne,1,GMM,0.768404150197628
plantvillage,regnet_y_800mf,tsne,1,DBSCAN,0.799488696175247
plantvillage,regnet_y_800mf,umap,2,KMeans,0.647468645622337
plantvillage,regnet_y_800mf,umap,2,Hierarchical,0.752077527553915
plantvillage,regnet_y_800mf,umap,2,GMM,0.643353793037307
plantvillage,regnet_y_800mf,umap,2,DBSCAN,0.68976020657583
plantvillage,regnet_y_800mf,umap,1,KMeans,0.793413537489367
plantvillage,regnet_y_800mf,umap,1,Hierarchical,0.866593034294898
plantvillage,regnet_y_800mf,umap,1,GMM,0.878867692460601
plantvillage,regnet_y_800mf,pca,2,KMeans,0.370377650556525
plantvillage,regnet_y_800mf,pca,2,Hierarchical,0.370225778758123
plantvillage,regnet_y_800mf,pca,2,GMM,0.368861796126967
plantvillage,regnet_y_800mf,pca,2,DBSCAN,0.391487092625702
plantvillage,regnet_y_800mf,pca,1,KMeans,0.370377650556525
plantvillage,regnet_y_800mf,pca,1,Hierarchical,0.370225778758123
plantvillage,regnet_y_800mf,pca,1,GMM,0.368861796126967
plantvillage,regnet_y_800mf,pca,1,DBSCAN,0.391487092625702
plantvillage,regnet_y_8gf,tsne,2,KMeans,0.747844672318148
plantvillage,regnet_y_8gf,tsne,2,Hierarchical,0.693511882308563
plantvillage,regnet_y_8gf,tsne,2,GMM,0.745572969672298
plantvillage,regnet_y_8gf,tsne,2,DBSCAN,0.853137850438087
plantvillage,regnet_y_8gf,tsne,1,KMeans,0.799737838625109
plantvillage,regnet_y_8gf,tsne,1,Hierarchical,0.931013721997843
plantvillage,regnet_y_8gf,tsne,1,GMM,0.822833683593177
plantvillage,regnet_y_8gf,tsne,1,DBSCAN,0.226197845734803
plantvillage,regnet_y_8gf,umap,2,KMeans,0.769076666546707
plantvillage,regnet_y_8gf,umap,2,Hierarchical,0.835241279992189
plantvillage,regnet_y_8gf,umap,2,GMM,0.797463150385122
plantvillage,regnet_y_8gf,umap,2,DBSCAN,0.756151766202017
plantvillage,regnet_y_8gf,umap,1,KMeans,0.749355485534231
plantvillage,regnet_y_8gf,umap,1,Hierarchical,0.746404916761143
plantvillage,regnet_y_8gf,umap,1,GMM,0.746544053625315
plantvillage,regnet_y_8gf,pca,2,KMeans,0.37649063032368
plantvillage,regnet_y_8gf,pca,2,Hierarchical,0.43630214205186
plantvillage,regnet_y_8gf,pca,2,GMM,0.379990733927452
plantvillage,regnet_y_8gf,pca,2,DBSCAN,0.597001177012435
plantvillage,regnet_y_8gf,pca,1,KMeans,0.37649063032368
plantvillage,regnet_y_8gf,pca,1,Hierarchical,0.43630214205186
plantvillage,regnet_y_8gf,pca,1,GMM,0.379990733927452
plantvillage,regnet_y_8gf,pca,1,DBSCAN,0.597001177012435
plantvillage,resnet101,tsne,2,KMeans,0.326177820647006
plantvillage,resnet101,tsne,2,Hierarchical,0.316617804839713
plantvillage,resnet101,tsne,2,GMM,0.343428125897657
plantvillage,resnet101,tsne,2,DBSCAN,0.340049103082279
plantvillage,resnet101,tsne,1,KMeans,0.566016389615521
plantvillage,resnet101,tsne,1,Hierarchical,0.618481372734542
plantvillage,resnet101,tsne,1,GMM,0.493060408017866
plantvillage,resnet101,umap,2,KMeans,0.656068245886638
plantvillage,resnet101,umap,2,Hierarchical,0.704091469292626
plantvillage,resnet101,umap,2,GMM,0.703216392347929
plantvillage,resnet101,umap,2,DBSCAN,0.653448645996259
plantvillage,resnet101,umap,1,KMeans,0.633548762242803
plantvillage,resnet101,umap,1,Hierarchical,0.60978414902138
plantvillage,resnet101,umap,1,GMM,0.632701134073193
plantvillage,resnet101,umap,1,DBSCAN,0.351736465138527
plantvillage,resnet101,pca,2,KMeans,0.146472198892462
plantvillage,resnet101,pca,2,Hierarchical,0.153733808334357
plantvillage,resnet101,pca,2,GMM,0.150060417392017
plantvillage,resnet101,pca,2,DBSCAN,0.159904925825752
plantvillage,resnet101,pca,1,KMeans,0.146472198892462
plantvillage,resnet101,pca,1,Hierarchical,0.153733808334357
plantvillage,resnet101,pca,1,GMM,0.150060417392017
plantvillage,resnet101,pca,1,DBSCAN,0.159904925825752
plantvillage,resnet152,tsne,2,KMeans,0.382267441860465
plantvillage,resnet152,tsne,2,Hierarchical,0.421000024378946
plantvillage,resnet152,tsne,2,GMM,0.377782610534201
plantvillage,resnet152,tsne,2,DBSCAN,0.261408248273292
plantvillage,resnet152,tsne,1,KMeans,0.664666642714284
plantvillage,resnet152,tsne,1,Hierarchical,0.598195152150102
plantvillage,resnet152,tsne,1,GMM,0.667710435089778
plantvillage,resnet152,tsne,1,DBSCAN,0.579911233417148
plantvillage,resnet152,umap,2,KMeans,0.68644403178179
plantvillage,resnet152,umap,2,Hierarchical,0.727154559277971
plantvillage,resnet152,umap,2,GMM,0.707360950245201
plantvillage,resnet152,umap,2,DBSCAN,0.764405800015078
plantvillage,resnet152,umap,1,KMeans,0.808535080628005
plantvillage,resnet152,umap,1,Hierarchical,0.860015429410447
plantvillage,resnet152,umap,1,GMM,0.877527948750157
plantvillage,resnet152,umap,1,DBSCAN,0.789854838188225
plantvillage,resnet152,pca,2,KMeans,0.432111822891002
plantvillage,resnet152,pca,2,Hierarchical,0.459317552489952
plantvillage,resnet152,pca,2,GMM,0.434604616287015
plantvillage,resnet152,pca,2,DBSCAN,0.475081637012848
plantvillage,resnet152,pca,1,KMeans,0.432111822891002
plantvillage,resnet152,pca,1,Hierarchical,0.459317552489952
plantvillage,resnet152,pca,1,GMM,0.434604616287015
plantvillage,resnet152,pca,1,DBSCAN,0.475081637012848
plantvillage,resnet18,tsne,2,KMeans,0.566831683168317
plantvillage,resnet18,tsne,2,Hierarchical,0.595535812218932
plantvillage,resnet18,tsne,2,GMM,0.580997911858446
plantvillage,resnet18,tsne,2,DBSCAN,0.267456766868116
plantvillage,resnet18,tsne,1,KMeans,0.693283205888962
plantvillage,resnet18,tsne,1,Hierarchical,0.786257622430377
plantvillage,resnet18,tsne,1,GMM,0.698589765448036
plantvillage,resnet18,tsne,1,DBSCAN,0.584394771148027
plantvillage,resnet18,umap,2,KMeans,0.859442643227947
plantvillage,resnet18,umap,2,Hierarchical,0.853327591264566
plantvillage,resnet18,umap,2,GMM,0.876828621238536
plantvillage,resnet18,umap,2,DBSCAN,0.784868247167944
plantvillage,resnet18,umap,1,KMeans,0.766193385398321
plantvillage,resnet18,umap,1,Hierarchical,0.616757287599703
plantvillage,resnet18,umap,1,GMM,0.765702496941961
plantvillage,resnet18,umap,1,DBSCAN,0.324845679012346
plantvillage,resnet18,pca,2,KMeans,0.422889723265193
plantvillage,resnet18,pca,2,Hierarchical,0.47411003236246
plantvillage,resnet18,pca,2,GMM,0.448192570381476
plantvillage,resnet18,pca,2,DBSCAN,0.563318777292577
plantvillage,resnet18,pca,1,KMeans,0.422889723265193
plantvillage,resnet18,pca,1,Hierarchical,0.47411003236246
plantvillage,resnet18,pca,1,GMM,0.448192570381476
plantvillage,resnet18,pca,1,DBSCAN,0.563318777292577
plantvillage,resnet34,tsne,2,KMeans,0.468041574596939
plantvillage,resnet34,tsne,2,Hierarchical,0.436729343328827
plantvillage,resnet34,tsne,2,GMM,0.468041574596939
plantvillage,resnet34,tsne,2,DBSCAN,0.615404338239065
plantvillage,resnet34,tsne,1,KMeans,0.612758522410439
plantvillage,resnet34,tsne,1,Hierarchical,0.618811194979649
plantvillage,resnet34,tsne,1,GMM,0.636550488150293
plantvillage,resnet34,tsne,1,DBSCAN,0.647343113684314
plantvillage,resnet34,umap,2,KMeans,0.565547952644727
plantvillage,resnet34,umap,2,Hierarchical,0.550983753775818
plantvillage,resnet34,umap,2,GMM,0.561886131148877
plantvillage,resnet34,umap,2,DBSCAN,0.568994773637413
plantvillage,resnet34,umap,1,KMeans,0.63701480979576
plantvillage,resnet34,umap,1,Hierarchical,0.460758214904916
plantvillage,resnet34,umap,1,GMM,0.624588258089518
plantvillage,resnet34,umap,1,DBSCAN,0.495380530493918
plantvillage,resnet34,pca,2,KMeans,0.147716511572116
plantvillage,resnet34,pca,2,Hierarchical,0.180398851939826
plantvillage,resnet34,pca,2,GMM,0.0919647317751584
plantvillage,resnet34,pca,2,DBSCAN,0.119241192411924
plantvillage,resnet34,pca,1,KMeans,0.147716511572116
plantvillage,resnet34,pca,1,Hierarchical,0.180398851939826
plantvillage,resnet34,pca,1,GMM,0.0919647317751584
plantvillage,resnet34,pca,1,DBSCAN,0.119241192411924
plantvillage,resnet50,tsne,2,KMeans,0.449294828744124
plantvillage,resnet50,tsne,2,Hierarchical,0.522218509856331
plantvillage,resnet50,tsne,2,GMM,0.462870954746878
plantvillage,resnet50,tsne,2,DBSCAN,0.582058814621884
plantvillage,resnet50,tsne,1,KMeans,0.456269478151316
plantvillage,resnet50,tsne,1,Hierarchical,0.539237700854452
plantvillage,resnet50,tsne,1,GMM,0.456269478151316
plantvillage,resnet50,tsne,1,DBSCAN,0.452917771883289
plantvillage,resnet50,umap,2,KMeans,0.500134192163178
plantvillage,resnet50,umap,2,Hierarchical,0.528617277346884
plantvillage,resnet50,umap,2,GMM,0.507306609465076
plantvillage,resnet50,umap,2,DBSCAN,0.44160970443824
plantvillage,resnet50,umap,1,KMeans,0.747641651144625
plantvillage,resnet50,umap,1,Hierarchical,0.775927327781983
plantvillage,resnet50,umap,1,GMM,0.758941754301383
plantvillage,resnet50,umap,1,DBSCAN,0.695464490568269
plantvillage,resnet50,pca,2,KMeans,0.188473004306062
plantvillage,resnet50,pca,2,Hierarchical,0.149179445789615
plantvillage,resnet50,pca,2,GMM,0.188526762056174
plantvillage,resnet50,pca,2,DBSCAN,0.280552329332817
plantvillage,resnet50,pca,1,KMeans,0.188473004306062
plantvillage,resnet50,pca,1,Hierarchical,0.149179445789615
plantvillage,resnet50,pca,1,GMM,0.188526762056174
plantvillage,resnet50,pca,1,DBSCAN,0.280552329332817
plantvillage,resnext101_32x8d,tsne,2,KMeans,0.66137175224726
plantvillage,resnext101_32x8d,tsne,2,Hierarchical,0.670127756128841
plantvillage,resnext101_32x8d,tsne,2,GMM,0.66648549829537
plantvillage,resnext101_32x8d,tsne,2,DBSCAN,0.569396432313937
plantvillage,resnext101_32x8d,tsne,1,KMeans,0.737598476850694
plantvillage,resnext101_32x8d,tsne,1,Hierarchical,0.781790069577795
plantvillage,resnext101_32x8d,tsne,1,GMM,0.751619191347545
plantvillage,resnext101_32x8d,tsne,1,DBSCAN,0.795214218338877
plantvillage,resnext101_32x8d,umap,2,KMeans,0.568422163850544
plantvillage,resnext101_32x8d,umap,2,Hierarchical,0.570611276551051
plantvillage,resnext101_32x8d,umap,2,GMM,0.576943416181914
plantvillage,resnext101_32x8d,umap,2,DBSCAN,0.61111215650854
plantvillage,resnext101_32x8d,umap,1,KMeans,0.860008461710759
plantvillage,resnext101_32x8d,umap,1,Hierarchical,0.869016878110849
plantvillage,resnext101_32x8d,umap,1,GMM,0.862730783869619
plantvillage,resnext101_32x8d,umap,1,DBSCAN,0.522229595222296
plantvillage,resnext101_32x8d,pca,2,KMeans,0.442796911856663
plantvillage,resnext101_32x8d,pca,2,Hierarchical,0.313734304294405
plantvillage,resnext101_32x8d,pca,2,GMM,0.427101820197152
plantvillage,resnext101_32x8d,pca,2,DBSCAN,0.424016937015474
plantvillage,resnext101_32x8d,pca,1,KMeans,0.442796911856663
plantvillage,resnext101_32x8d,pca,1,Hierarchical,0.313734304294405
plantvillage,resnext101_32x8d,pca,1,GMM,0.427101820197152
plantvillage,resnext101_32x8d,pca,1,DBSCAN,0.424016937015474
plantvillage,resnext101_64x4d,tsne,2,KMeans,0.463072337116513
plantvillage,resnext101_64x4d,tsne,2,Hierarchical,0.523051479469534
plantvillage,resnext101_64x4d,tsne,2,GMM,0.492225476657853
plantvillage,resnext101_64x4d,tsne,2,DBSCAN,0.297164561029066
plantvillage,resnext101_64x4d,tsne,1,KMeans,0.522906562617754
plantvillage,resnext101_64x4d,tsne,1,Hierarchical,0.556889909750231
plantvillage,resnext101_64x4d,tsne,1,GMM,0.547889635524727
plantvillage,resnext101_64x4d,tsne,1,DBSCAN,0.603227486945881
plantvillage,resnext101_64x4d,umap,2,KMeans,0.501492426400466
plantvillage,resnext101_64x4d,umap,2,Hierarchical,0.504794211044327
plantvillage,resnext101_64x4d,umap,2,GMM,0.51075411988382
plantvillage,resnext101_64x4d,umap,2,DBSCAN,0.329424059451928
plantvillage,resnext101_64x4d,umap,1,KMeans,0.870682488561558
plantvillage,resnext101_64x4d,umap,1,Hierarchical,0.907117867426236
plantvillage,resnext101_64x4d,umap,1,GMM,0.894853382319287
plantvillage,resnext101_64x4d,umap,1,DBSCAN,0.485655503486113
plantvillage,resnext101_64x4d,pca,2,KMeans,0.432211691447611
plantvillage,resnext101_64x4d,pca,2,Hierarchical,0.497465879771776
plantvillage,resnext101_64x4d,pca,2,GMM,0.424679978237895
plantvillage,resnext101_64x4d,pca,2,DBSCAN,0.331719517231885
plantvillage,resnext101_64x4d,pca,1,KMeans,0.432211691447611
plantvillage,resnext101_64x4d,pca,1,Hierarchical,0.497465879771776
plantvillage,resnext101_64x4d,pca,1,GMM,0.424679978237895
plantvillage,resnext101_64x4d,pca,1,DBSCAN,0.331719517231885
plantvillage,resnext50_32x4d,tsne,2,KMeans,0.519124065990974
plantvillage,resnext50_32x4d,tsne,2,Hierarchical,0.480639751708257
plantvillage,resnext50_32x4d,tsne,2,GMM,0.507352760056162
plantvillage,resnext50_32x4d,tsne,2,DBSCAN,0.265685767902309
plantvillage,resnext50_32x4d,tsne,1,KMeans,0.534028355927781
plantvillage,resnext50_32x4d,tsne,1,Hierarchical,0.670954037817481
plantvillage,resnext50_32x4d,tsne,1,GMM,0.594088919895985
plantvillage,resnext50_32x4d,tsne,1,DBSCAN,0.304386774526304
plantvillage,resnext50_32x4d,umap,2,KMeans,0.614745246502372
plantvillage,resnext50_32x4d,umap,2,Hierarchical,0.495953627733752
plantvillage,resnext50_32x4d,umap,2,GMM,0.628112273514278
plantvillage,resnext50_32x4d,umap,1,KMeans,0.747842653815981
plantvillage,resnext50_32x4d,umap,1,Hierarchical,0.667126935595226
plantvillage,resnext50_32x4d,umap,1,GMM,0.815133550073309
plantvillage,resnext50_32x4d,umap,1,DBSCAN,0.579376621895229
plantvillage,resnext50_32x4d,pca,2,KMeans,0.276772228053557
plantvillage,resnext50_32x4d,pca,2,Hierarchical,0.233128834355828
plantvillage,resnext50_32x4d,pca,2,GMM,0.269360355301445
plantvillage,resnext50_32x4d,pca,2,DBSCAN,0.326506900910333
plantvillage,resnext50_32x4d,pca,1,KMeans,0.276772228053557
plantvillage,resnext50_32x4d,pca,1,Hierarchical,0.233128834355828
plantvillage,resnext50_32x4d,pca,1,GMM,0.269360355301445
plantvillage,resnext50_32x4d,pca,1,DBSCAN,0.326506900910333
plantvillage,shufflenet_v2_x0_5,tsne,2,KMeans,0.573196756295348
plantvillage,shufflenet_v2_x0_5,tsne,2,Hierarchical,0.50907221282383
plantvillage,shufflenet_v2_x0_5,tsne,2,GMM,0.585108310105242
plantvillage,shufflenet_v2_x0_5,tsne,2,DBSCAN,0.617261799053259
plantvillage,shufflenet_v2_x0_5,tsne,1,KMeans,0.85132141881846
plantvillage,shufflenet_v2_x0_5,tsne,1,Hierarchical,0.959809062129007
plantvillage,shufflenet_v2_x0_5,tsne,1,GMM,0.941345352390949
plantvillage,shufflenet_v2_x0_5,tsne,1,DBSCAN,0.880649998469872
plantvillage,shufflenet_v2_x0_5,umap,2,KMeans,0.947619135654114
plantvillage,shufflenet_v2_x0_5,umap,2,Hierarchical,0.932181654521018
plantvillage,shufflenet_v2_x0_5,umap,2,GMM,0.944420771810215
plantvillage,shufflenet_v2_x0_5,umap,2,DBSCAN,0.599947100443034
plantvillage,shufflenet_v2_x0_5,umap,1,KMeans,0.893017398427662
plantvillage,shufflenet_v2_x0_5,umap,1,Hierarchical,0.959816516030119
plantvillage,shufflenet_v2_x0_5,umap,1,GMM,0.944437584887023
plantvillage,shufflenet_v2_x0_5,umap,1,DBSCAN,0.377192119841348
plantvillage,shufflenet_v2_x0_5,pca,2,KMeans,0.588207209357842
plantvillage,shufflenet_v2_x0_5,pca,2,Hierarchical,0.543680576403482
plantvillage,shufflenet_v2_x0_5,pca,2,GMM,0.613569076013935
plantvillage,shufflenet_v2_x0_5,pca,2,DBSCAN,0.514777780507579
plantvillage,shufflenet_v2_x0_5,pca,1,KMeans,0.588207209357842
plantvillage,shufflenet_v2_x0_5,pca,1,Hierarchical,0.543680576403482
plantvillage,shufflenet_v2_x0_5,pca,1,GMM,0.613569076013935
plantvillage,shufflenet_v2_x0_5,pca,1,DBSCAN,0.514777780507579
plantvillage,shufflenet_v2_x1_0,tsne,2,KMeans,0.578544573928634
plantvillage,shufflenet_v2_x1_0,tsne,2,Hierarchical,0.578544573928634
plantvillage,shufflenet_v2_x1_0,tsne,2,GMM,0.585384121549326
plantvillage,shufflenet_v2_x1_0,tsne,2,DBSCAN,0.657532054359585
plantvillage,shufflenet_v2_x1_0,tsne,1,KMeans,0.875471537653155
plantvillage,shufflenet_v2_x1_0,tsne,1,Hierarchical,0.910419176474222
plantvillage,shufflenet_v2_x1_0,tsne,1,GMM,0.896037181996086
plantvillage,shufflenet_v2_x1_0,tsne,1,DBSCAN,0.613668154266303
plantvillage,shufflenet_v2_x1_0,umap,2,KMeans,0.773576703156039
plantvillage,shufflenet_v2_x1_0,umap,2,Hierarchical,0.715644549437226
plantvillage,shufflenet_v2_x1_0,umap,2,GMM,0.780875281514395
plantvillage,shufflenet_v2_x1_0,umap,2,DBSCAN,0.762769849296425
