Dataset,Model,DimReduction,Dimensions,ClusterizationMethod,CohenK
plantvillage,vit_b_32,umap,2,Hierarchical,0.871060079555931
plantvillage,vit_b_32,umap,2,GMM,0.932582971100567
plantvillage,vit_b_32,umap,2,DBSCAN,0.923072978101441
plantvillage,vit_b_32,umap,1,KMeans,0.859875070840936
plantvillage,vit_b_32,umap,1,Hierarchical,0.914017667777006
plantvillage,vit_b_32,umap,1,GMM,0.91689520485332
plantvillage,vit_b_32,umap,1,DBSCAN,0.573396036278132
plantvillage,vit_b_32,pca,2,KMeans,0.491780869930952
plantvillage,vit_b_32,pca,2,Hierarchical,0.656255225849607
plantvillage,vit_b_32,pca,2,GMM,0.549628181405579
plantvillage,vit_b_32,pca,2,DBSCAN,0.715918158894315
plantvillage,vit_b_32,pca,1,KMeans,0.491780869930952
plantvillage,vit_b_32,pca,1,Hierarchical,0.656255225849607
plantvillage,vit_b_32,pca,1,GMM,0.549628181405579
plantvillage,vit_b_32,pca,1,DBSCAN,0.715918158894315
plantvillage,vit_l_16,tsne,2,KMeans,0.711651079970749
plantvillage,vit_l_16,tsne,2,Hierarchical,0.759044853800465
plantvillage,vit_l_16,tsne,2,GMM,0.746868615877592
plantvillage,vit_l_16,tsne,2,DBSCAN,0.597603505320576
plantvillage,vit_l_16,tsne,1,KMeans,0.81856760662997
plantvillage,vit_l_16,tsne,1,Hierarchical,0.46586791227666
plantvillage,vit_l_16,tsne,1,GMM,0.920923612209394
plantvillage,vit_l_16,tsne,1,DBSCAN,0.609575168980747
plantvillage,vit_l_16,umap,2,KMeans,0.649687155398778
plantvillage,vit_l_16,umap,2,Hierarchical,0.511018581293911
plantvillage,vit_l_16,umap,2,GMM,0.623191780066539
plantvillage,vit_l_16,umap,2,DBSCAN,0.924598486942971
plantvillage,vit_l_16,umap,1,KMeans,0.934413941722103
plantvillage,vit_l_16,umap,1,Hierarchical,0.955902178432386
plantvillage,vit_l_16,umap,1,GMM,0.943232708052125
plantvillage,vit_l_16,umap,1,DBSCAN,0.372364282591219
plantvillage,vit_l_16,pca,2,KMeans,0.632985984866675
plantvillage,vit_l_16,pca,2,Hierarchical,0.530633957068653
plantvillage,vit_l_16,pca,2,GMM,0.613185910382364
plantvillage,vit_l_16,pca,2,DBSCAN,0.67276663226521
plantvillage,vit_l_16,pca,1,KMeans,0.632985984866675
plantvillage,vit_l_16,pca,1,Hierarchical,0.530633957068653
plantvillage,vit_l_16,pca,1,GMM,0.613185910382364
plantvillage,vit_l_16,pca,1,DBSCAN,0.67276663226521
plantvillage,vit_l_32,tsne,2,KMeans,0.750526328599418
plantvillage,vit_l_32,tsne,2,Hierarchical,0.753595677885668
plantvillage,vit_l_32,tsne,2,GMM,0.752299637929347
plantvillage,vit_l_32,tsne,2,DBSCAN,0.560656265511182
plantvillage,vit_l_32,tsne,1,KMeans,0.88244901999604
plantvillage,vit_l_32,tsne,1,Hierarchical,0.814427218963713
plantvillage,vit_l_32,tsne,1,GMM,0.917763157894737
plantvillage,vit_l_32,tsne,1,DBSCAN,0.66377492912012
plantvillage,vit_l_32,umap,2,KMeans,0.915270193937112
plantvillage,vit_l_32,umap,2,Hierarchical,0.864844476853831
plantvillage,vit_l_32,umap,2,GMM,0.914381389685177
plantvillage,vit_l_32,umap,2,DBSCAN,0.630013319520497
plantvillage,vit_l_32,umap,1,KMeans,0.90986510847268
plantvillage,vit_l_32,umap,1,Hierarchical,0.962180424587767
plantvillage,vit_l_32,umap,1,GMM,0.959024144235012
plantvillage,vit_l_32,umap,1,DBSCAN,0.649770330158816
plantvillage,vit_l_32,pca,2,KMeans,0.715909090909091
plantvillage,vit_l_32,pca,2,Hierarchical,0.730753518772979
plantvillage,vit_l_32,pca,2,GMM,0.706062461726883
plantvillage,vit_l_32,pca,2,DBSCAN,0.555639340730367
plantvillage,vit_l_32,pca,1,KMeans,0.715909090909091
plantvillage,vit_l_32,pca,1,Hierarchical,0.730753518772979
plantvillage,vit_l_32,pca,1,GMM,0.706062461726883
plantvillage,vit_l_32,pca,1,DBSCAN,0.555639340730367
plantvillage,wide_resnet101_2,tsne,2,KMeans,0.624793174926343
plantvillage,wide_resnet101_2,tsne,2,Hierarchical,0.534285189043446
plantvillage,wide_resnet101_2,tsne,2,GMM,0.633078441045881
plantvillage,wide_resnet101_2,tsne,2,DBSCAN,0.338606753522999
plantvillage,wide_resnet101_2,tsne,1,KMeans,0.755203456527194
plantvillage,wide_resnet101_2,tsne,1,Hierarchical,0.815257824927043
plantvillage,wide_resnet101_2,tsne,1,GMM,0.83173481406697
plantvillage,wide_resnet101_2,tsne,1,DBSCAN,0.717448897746883
plantvillage,wide_resnet101_2,umap,2,KMeans,0.626193843412601
plantvillage,wide_resnet101_2,umap,2,Hierarchical,0.639709033985377
plantvillage,wide_resnet101_2,umap,2,GMM,0.629297347139671
plantvillage,wide_resnet101_2,umap,2,DBSCAN,0.463560653211227
plantvillage,wide_resnet101_2,umap,1,KMeans,0.548219048331215
plantvillage,wide_resnet101_2,umap,1,Hierarchical,0.548219048331215
plantvillage,wide_resnet101_2,umap,1,GMM,0.576432188662086
plantvillage,wide_resnet101_2,umap,1,DBSCAN,0.461802193796772
plantvillage,wide_resnet101_2,pca,2,KMeans,0.36710431610037
plantvillage,wide_resnet101_2,pca,2,Hierarchical,0.323877459432648
plantvillage,wide_resnet101_2,pca,2,GMM,0.373425809893669
plantvillage,wide_resnet101_2,pca,2,DBSCAN,0.414007043997801
plantvillage,wide_resnet101_2,pca,1,KMeans,0.36710431610037
plantvillage,wide_resnet101_2,pca,1,Hierarchical,0.323877459432648
plantvillage,wide_resnet101_2,pca,1,GMM,0.373425809893669
plantvillage,wide_resnet101_2,pca,1,DBSCAN,0.414007043997801
plantvillage,wide_resnet50_2,tsne,2,KMeans,0.800707789305859
plantvillage,wide_resnet50_2,tsne,2,Hierarchical,0.847878205206216
plantvillage,wide_resnet50_2,tsne,2,GMM,0.815442333292993
plantvillage,wide_resnet50_2,tsne,2,DBSCAN,0.664299091840701
plantvillage,wide_resnet50_2,tsne,1,KMeans,0.853987954006206
plantvillage,wide_resnet50_2,tsne,1,Hierarchical,0.910857002336161
plantvillage,wide_resnet50_2,tsne,1,GMM,0.913776113519905
plantvillage,wide_resnet50_2,tsne,1,DBSCAN,0.859588288442285
plantvillage,wide_resnet50_2,umap,2,KMeans,0.88643757749868
plantvillage,wide_resnet50_2,umap,2,Hierarchical,0.846931903065036
plantvillage,wide_resnet50_2,umap,2,GMM,0.892539146453792
plantvillage,wide_resnet50_2,umap,1,KMeans,0.895587657232704
plantvillage,wide_resnet50_2,umap,1,Hierarchical,0.828821558701978
plantvillage,wide_resnet50_2,umap,1,GMM,0.895551732612436
plantvillage,wide_resnet50_2,pca,2,KMeans,0.585234342596433
plantvillage,wide_resnet50_2,pca,2,Hierarchical,0.479588996332918
plantvillage,wide_resnet50_2,pca,2,GMM,0.570791934541204
plantvillage,wide_resnet50_2,pca,2,DBSCAN,0.523287410020499
plantvillage,wide_resnet50_2,pca,1,KMeans,0.585234342596433
plantvillage,wide_resnet50_2,pca,1,Hierarchical,0.479588996332918
plantvillage,wide_resnet50_2,pca,1,GMM,0.570791934541204
plantvillage,wide_resnet50_2,pca,1,DBSCAN,0.523287410020499
plantpathology,densenet121,tsne,2,KMeans,0.358492522225966
plantpathology,densenet121,tsne,2,Hierarchical,0.34805902325041
plantpathology,densenet121,tsne,2,GMM,0.361542151181633
plantpathology,densenet121,tsne,2,DBSCAN,0.412956615600204
plantpathology,densenet121,tsne,1,KMeans,0.346895490345693
plantpathology,densenet121,tsne,1,Hierarchical,0.338319529120525
plantpathology,densenet121,tsne,1,GMM,0.34747777548067
plantpathology,densenet121,tsne,1,DBSCAN,0.356189683427412
plantpathology,densenet121,umap,2,KMeans,0.359637774902975
plantpathology,densenet121,umap,2,Hierarchical,0.356212068273872
plantpathology,densenet121,umap,2,GMM,0.357168699607195
plantpathology,densenet121,umap,2,DBSCAN,0.401337962141753
plantpathology,densenet121,umap,1,KMeans,0.165436662850206
plantpathology,densenet121,umap,1,Hierarchical,0.18748036979885
plantpathology,densenet121,umap,1,GMM,0.198812280082146
plantpathology,densenet121,umap,1,DBSCAN,0.351716347017895
plantpathology,densenet121,pca,2,KMeans,0.272804973876122
plantpathology,densenet121,pca,2,Hierarchical,0.279883143122372
plantpathology,densenet121,pca,2,GMM,0.263577148072854
plantpathology,densenet121,pca,2,DBSCAN,0.346264226924761
plantpathology,densenet121,pca,1,KMeans,0.272804973876122
plantpathology,densenet121,pca,1,Hierarchical,0.279883143122372
plantpathology,densenet121,pca,1,GMM,0.263577148072854
plantpathology,densenet121,pca,1,DBSCAN,0.346264226924761
plantpathology,densenet161,tsne,2,KMeans,0.406955181465694
plantpathology,densenet161,tsne,2,Hierarchical,0.423312588605618
plantpathology,densenet161,tsne,2,GMM,0.416932521268368
plantpathology,densenet161,tsne,2,DBSCAN,0.359005814952033
plantpathology,densenet161,tsne,1,KMeans,0.403395165243415
plantpathology,densenet161,tsne,1,Hierarchical,0.412581784193582
plantpathology,densenet161,tsne,1,GMM,0.403179601001368
plantpathology,densenet161,tsne,1,DBSCAN,0.401123944683276
plantpathology,densenet161,umap,2,KMeans,0.382382459661854
plantpathology,densenet161,umap,2,Hierarchical,0.361806253637374
plantpathology,densenet161,umap,2,GMM,0.375498957018877
plantpathology,densenet161,umap,2,DBSCAN,0.454800194931774
plantpathology,densenet161,umap,1,KMeans,0.408672798948752
plantpathology,densenet161,umap,1,Hierarchical,0.424806525831416
plantpathology,densenet161,umap,1,GMM,0.395003440176517
plantpathology,densenet161,pca,2,KMeans,0.287291966303678
plantpathology,densenet161,pca,2,Hierarchical,0.322421214858904
plantpathology,densenet161,pca,2,GMM,0.24116256581068
plantpathology,densenet161,pca,2,DBSCAN,0.348566190912662
plantpathology,densenet161,pca,1,KMeans,0.287291966303678
plantpathology,densenet161,pca,1,Hierarchical,0.322421214858904
plantpathology,densenet161,pca,1,GMM,0.24116256581068
plantpathology,densenet161,pca,1,DBSCAN,0.348566190912662
plantpathology,densenet169,tsne,2,KMeans,0.274272977035923
plantpathology,densenet169,tsne,2,Hierarchical,0.263825953664735
plantpathology,densenet169,tsne,2,GMM,0.278086343474811
plantpathology,densenet169,tsne,1,KMeans,0.262000219683656
plantpathology,densenet169,tsne,1,Hierarchical,0.262000219683656
plantpathology,densenet169,tsne,1,GMM,0.26943708927273
plantpathology,densenet169,tsne,1,DBSCAN,0.379221133782721
plantpathology,densenet169,umap,2,KMeans,0.344188764900167
plantpathology,densenet169,umap,2,Hierarchical,0.348479222225973
plantpathology,densenet169,umap,2,GMM,0.340023813573737
plantpathology,densenet169,umap,2,DBSCAN,0.335074642133763
plantpathology,densenet169,umap,1,KMeans,0.361809110013795
plantpathology,densenet169,umap,1,Hierarchical,0.359056944086576
plantpathology,densenet169,umap,1,GMM,0.347717981671521
plantpathology,densenet169,umap,1,DBSCAN,0.315283911465227
plantpathology,densenet169,pca,2,KMeans,0.2160169479714
plantpathology,densenet169,pca,2,Hierarchical,0.271839947184124
plantpathology,densenet169,pca,2,GMM,0.271302263820967
plantpathology,densenet169,pca,2,DBSCAN,0.32449548256354
plantpathology,densenet169,pca,1,KMeans,0.2160169479714
plantpathology,densenet169,pca,1,Hierarchical,0.271839947184124
plantpathology,densenet169,pca,1,GMM,0.271302263820967
plantpathology,densenet169,pca,1,DBSCAN,0.32449548256354
plantpathology,densenet201,tsne,2,KMeans,0.217095902348031
plantpathology,densenet201,tsne,2,Hierarchical,0.272678337989901
plantpathology,densenet201,tsne,2,GMM,0.210531712018373
plantpathology,densenet201,tsne,2,DBSCAN,0.342195244267004
plantpathology,densenet201,tsne,1,KMeans,0.296986350620835
plantpathology,densenet201,tsne,1,Hierarchical,0.279965546014912
plantpathology,densenet201,tsne,1,GMM,0.302968007195169
plantpathology,densenet201,tsne,1,DBSCAN,0.353508085879355
plantpathology,densenet201,umap,2,KMeans,0.338598732690645
plantpathology,densenet201,umap,2,Hierarchical,0.308813951324552
plantpathology,densenet201,umap,2,GMM,0.335657990251996
plantpathology,densenet201,umap,2,DBSCAN,0.338490054427205
plantpathology,densenet201,umap,1,KMeans,0.325480071002098
plantpathology,densenet201,umap,1,Hierarchical,0.371545061157108
plantpathology,densenet201,umap,1,GMM,0.330664614469285
plantpathology,densenet201,umap,1,DBSCAN,0.276550914813037
plantpathology,densenet201,pca,2,KMeans,0.254692737806976
plantpathology,densenet201,pca,2,Hierarchical,0.236337983795297
plantpathology,densenet201,pca,2,GMM,0.254692737806976
plantpathology,densenet201,pca,2,DBSCAN,0.305264697474355
plantpathology,densenet201,pca,1,KMeans,0.254692737806976
plantpathology,densenet201,pca,1,Hierarchical,0.236337983795297
plantpathology,densenet201,pca,1,GMM,0.254692737806976
plantpathology,densenet201,pca,1,DBSCAN,0.305264697474355
plantpathology,dinov2_vitb14,tsne,2,KMeans,0.195658558726938
plantpathology,dinov2_vitb14,tsne,2,Hierarchical,0.165702290281777
plantpathology,dinov2_vitb14,tsne,2,GMM,0.190712173287507
plantpathology,dinov2_vitb14,tsne,2,DBSCAN,0.191803147292207
plantpathology,dinov2_vitb14,tsne,1,KMeans,0.397961094908089
plantpathology,dinov2_vitb14,tsne,1,Hierarchical,0.498058278075714
plantpathology,dinov2_vitb14,tsne,1,GMM,0.391011055491608
plantpathology,dinov2_vitb14,tsne,1,DBSCAN,0.622622521887894
plantpathology,dinov2_vitb14,umap,2,KMeans,0.436441243163932
plantpathology,dinov2_vitb14,umap,2,Hierarchical,0.462079957497676
plantpathology,dinov2_vitb14,umap,2,GMM,0.443704197201865
plantpathology,dinov2_vitb14,umap,2,DBSCAN,0.457399221831079
plantpathology,dinov2_vitb14,umap,1,KMeans,0.588884387139827
plantpathology,dinov2_vitb14,umap,1,Hierarchical,0.450103432925712
plantpathology,dinov2_vitb14,umap,1,GMM,0.584868920121612
plantpathology,dinov2_vitb14,umap,1,DBSCAN,0.653069871113922
plantpathology,dinov2_vitb14,pca,2,KMeans,0.413145539906103
plantpathology,dinov2_vitb14,pca,2,Hierarchical,0.366231188132092
plantpathology,dinov2_vitb14,pca,2,GMM,0.413270041634623
plantpathology,dinov2_vitb14,pca,2,DBSCAN,0.415872429178657
plantpathology,dinov2_vitb14,pca,1,KMeans,0.413145539906103
plantpathology,dinov2_vitb14,pca,1,Hierarchical,0.366231188132092
plantpathology,dinov2_vitb14,pca,1,GMM,0.413270041634623
plantpathology,dinov2_vitb14,pca,1,DBSCAN,0.415872429178657
plantpathology,dinov2_vitl14,tsne,2,KMeans,0.467340738032502
plantpathology,dinov2_vitl14,tsne,2,Hierarchical,0.245177149575162
plantpathology,dinov2_vitl14,tsne,2,GMM,0.50381482627075
plantpathology,dinov2_vitl14,tsne,2,DBSCAN,0.462146222040877
plantpathology,dinov2_vitl14,tsne,1,KMeans,0.292573022557198
plantpathology,dinov2_vitl14,tsne,1,Hierarchical,0.303555567518101
plantpathology,dinov2_vitl14,tsne,1,GMM,0.295065458207452
plantpathology,dinov2_vitl14,tsne,1,DBSCAN,0.413192499533221
plantpathology,dinov2_vitl14,umap,2,KMeans,0.36523889498671
plantpathology,dinov2_vitl14,umap,2,Hierarchical,0.393794844274839
plantpathology,dinov2_vitl14,umap,2,GMM,0.377928369113482
plantpathology,dinov2_vitl14,umap,2,DBSCAN,0.397169025811823
plantpathology,dinov2_vitl14,umap,1,KMeans,0.398764494070232
plantpathology,dinov2_vitl14,umap,1,Hierarchical,0.36973680737045
plantpathology,dinov2_vitl14,umap,1,GMM,0.388381226940319
plantpathology,dinov2_vitl14,umap,1,DBSCAN,0.389221240574198
plantpathology,dinov2_vitl14,pca,2,KMeans,0.0902329534889897
plantpathology,dinov2_vitl14,pca,2,Hierarchical,0.0861237022956573
plantpathology,dinov2_vitl14,pca,2,GMM,0.0619698632870971
plantpathology,dinov2_vitl14,pca,2,DBSCAN,0.135741036586963
plantpathology,dinov2_vitl14,pca,1,KMeans,0.0902329534889897
plantpathology,dinov2_vitl14,pca,1,Hierarchical,0.0861237022956573
plantpathology,dinov2_vitl14,pca,1,GMM,0.0619698632870971
plantpathology,dinov2_vitl14,pca,1,DBSCAN,0.135741036586963
plantpathology,dinov2_vits14,tsne,2,KMeans,0.33737220749716
plantpathology,dinov2_vits14,tsne,2,Hierarchical,0.377488425175406
plantpathology,dinov2_vits14,tsne,2,GMM,0.304008908685969
plantpathology,dinov2_vits14,tsne,2,DBSCAN,0.449827504741193
plantpathology,dinov2_vits14,tsne,1,KMeans,0.335123550827545
plantpathology,dinov2_vits14,tsne,1,Hierarchical,0.343891111654295
plantpathology,dinov2_vits14,tsne,1,GMM,0.336126329358685
plantpathology,dinov2_vits14,tsne,1,DBSCAN,0.447084128276482
plantpathology,dinov2_vits14,umap,2,KMeans,0.412424549970621
plantpathology,dinov2_vits14,umap,2,Hierarchical,0.473550560823491
plantpathology,dinov2_vits14,umap,2,GMM,0.434517077584257
plantpathology,dinov2_vits14,umap,2,DBSCAN,0.51616830934468
plantpathology,dinov2_vits14,umap,1,KMeans,0.536807377612556
plantpathology,dinov2_vits14,umap,1,Hierarchical,0.480367966528992
plantpathology,dinov2_vits14,umap,1,GMM,0.48077528624356
plantpathology,dinov2_vits14,umap,1,DBSCAN,0.325813472779291
plantpathology,dinov2_vits14,pca,2,KMeans,0.404270614233606
plantpathology,dinov2_vits14,pca,2,Hierarchical,0.405902260909036
plantpathology,dinov2_vits14,pca,2,GMM,0.406274254857605
plantpathology,dinov2_vits14,pca,2,DBSCAN,0.399539647062748
plantpathology,dinov2_vits14,pca,1,KMeans,0.404270614233606
plantpathology,dinov2_vits14,pca,1,Hierarchical,0.405902260909036
plantpathology,dinov2_vits14,pca,1,GMM,0.406274254857605
plantpathology,dinov2_vits14,pca,1,DBSCAN,0.399539647062748
plantpathology,googlenet,tsne,2,KMeans,0.359908035766771
plantpathology,googlenet,tsne,2,Hierarchical,0.350615446867943
plantpathology,googlenet,tsne,2,GMM,0.350615446867943
plantpathology,googlenet,tsne,2,DBSCAN,0.305467862103801
plantpathology,googlenet,tsne,1,KMeans,0.35607026352089
plantpathology,googlenet,tsne,1,Hierarchical,0.366158068415722
plantpathology,googlenet,tsne,1,GMM,0.362961607819565
plantpathology,googlenet,tsne,1,DBSCAN,0.397558803499398
plantpathology,googlenet,umap,2,KMeans,0.353017292083284
plantpathology,googlenet,umap,2,Hierarchical,0.328443357783211
plantpathology,googlenet,umap,2,GMM,0.338003182802431
plantpathology,googlenet,umap,2,DBSCAN,0.405866354878886
plantpathology,googlenet,umap,1,KMeans,0.43676149845409
plantpathology,googlenet,umap,1,Hierarchical,0.336973988477065
plantpathology,googlenet,umap,1,GMM,0.441803514837223
plantpathology,googlenet,umap,1,DBSCAN,0.264296508390997
plantpathology,googlenet,pca,2,KMeans,0.283597642384969
plantpathology,googlenet,pca,2,Hierarchical,0.280298758929934
plantpathology,googlenet,pca,2,GMM,0.292975368174117
plantpathology,googlenet,pca,2,DBSCAN,0.301301367594954
plantpathology,googlenet,pca,1,KMeans,0.283597642384969
plantpathology,googlenet,pca,1,Hierarchical,0.280298758929934
plantpathology,googlenet,pca,1,GMM,0.292975368174117
plantpathology,googlenet,pca,1,DBSCAN,0.301301367594954
plantpathology,inception_v3,tsne,2,KMeans,0.276115267387088
plantpathology,inception_v3,tsne,2,Hierarchical,0.301486545138889
plantpathology,inception_v3,tsne,2,GMM,0.271925445165585
plantpathology,inception_v3,tsne,2,DBSCAN,0.303005575955392
plantpathology,inception_v3,tsne,1,KMeans,0.346971321730045
plantpathology,inception_v3,tsne,1,Hierarchical,0.384219786168629
plantpathology,inception_v3,tsne,1,GMM,0.343859070547173
plantpathology,inception_v3,tsne,1,DBSCAN,0.377510040160643
plantpathology,inception_v3,umap,2,KMeans,0.370242593505284
plantpathology,inception_v3,umap,2,Hierarchical,0.393021796655482
plantpathology,inception_v3,umap,2,GMM,0.385749385749386
plantpathology,inception_v3,umap,2,DBSCAN,0.437051549539464
plantpathology,inception_v3,umap,1,KMeans,0.460013876738363
plantpathology,inception_v3,umap,1,Hierarchical,0.420882641039896
plantpathology,inception_v3,umap,1,GMM,0.455871150288388
plantpathology,inception_v3,pca,2,KMeans,0.301579398666777
plantpathology,inception_v3,pca,2,Hierarchical,0.342158529673711
plantpathology,inception_v3,pca,2,GMM,0.313319530710835
plantpathology,inception_v3,pca,2,DBSCAN,0.345373069862866
plantpathology,inception_v3,pca,1,KMeans,0.301579398666777
plantpathology,inception_v3,pca,1,Hierarchical,0.342158529673711
plantpathology,inception_v3,pca,1,GMM,0.313319530710835
plantpathology,inception_v3,pca,1,DBSCAN,0.345373069862866
plantpathology,mobilenet_v3_large,tsne,2,KMeans,0.617697878975792
plantpathology,mobilenet_v3_large,tsne,2,Hierarchical,0.542693331513207
plantpathology,mobilenet_v3_large,tsne,2,GMM,0.64345356363592
plantpathology,mobilenet_v3_large,tsne,2,DBSCAN,0.539047775137261
plantpathology,mobilenet_v3_large,tsne,1,KMeans,0.582467228183162
plantpathology,mobilenet_v3_large,tsne,1,Hierarchical,0.654865770768686
plantpathology,mobilenet_v3_large,tsne,1,GMM,0.626793213098041
plantpathology,mobilenet_v3_large,tsne,1,DBSCAN,0.723508230452675
plantpathology,mobilenet_v3_large,umap,2,KMeans,0.59061135371179
plantpathology,mobilenet_v3_large,umap,2,Hierarchical,0.451929347449043
plantpathology,mobilenet_v3_large,umap,2,GMM,0.598735557543159
plantpathology,mobilenet_v3_large,umap,2,DBSCAN,0.623995266038759
plantpathology,mobilenet_v3_large,umap,1,KMeans,0.654507764483398
plantpathology,mobilenet_v3_large,umap,1,Hierarchical,0.515735148634719
plantpathology,mobilenet_v3_large,umap,1,GMM,0.667037304040762
plantpathology,mobilenet_v3_large,pca,2,KMeans,0.481006915325075
plantpathology,mobilenet_v3_large,pca,2,Hierarchical,0.489698065647433
plantpathology,mobilenet_v3_large,pca,2,GMM,0.485751899289652
plantpathology,mobilenet_v3_large,pca,2,DBSCAN,0.489698065647433
plantpathology,mobilenet_v3_large,pca,1,KMeans,0.481006915325075
plantpathology,mobilenet_v3_large,pca,1,Hierarchical,0.489698065647433
plantpathology,mobilenet_v3_large,pca,1,GMM,0.485751899289652
plantpathology,mobilenet_v3_large,pca,1,DBSCAN,0.489698065647433
plantpathology,mobilenet_v3_small,tsne,2,KMeans,0.460129687527809
plantpathology,mobilenet_v3_small,tsne,2,Hierarchical,0.494095800399962
plantpathology,mobilenet_v3_small,tsne,2,GMM,0.460903667632301
plantpathology,mobilenet_v3_small,tsne,2,DBSCAN,0.568649045521292
plantpathology,mobilenet_v3_small,tsne,1,KMeans,0.52816777869859
plantpathology,mobilenet_v3_small,tsne,1,Hierarchical,0.501612069602028
plantpathology,mobilenet_v3_small,tsne,1,GMM,0.542903113743989
plantpathology,mobilenet_v3_small,tsne,1,DBSCAN,0.501292944218692
plantpathology,mobilenet_v3_small,umap,2,KMeans,0.36780801798235
plantpathology,mobilenet_v3_small,umap,2,Hierarchical,0.38260546889995
plantpathology,mobilenet_v3_small,umap,2,GMM,0.373601789709172
plantpathology,mobilenet_v3_small,umap,2,DBSCAN,0.374607124988775
plantpathology,mobilenet_v3_small,umap,1,KMeans,0.515498007485556
plantpathology,mobilenet_v3_small,umap,1,Hierarchical,0.550526309395822
plantpathology,mobilenet_v3_small,umap,1,GMM,0.526759332852003
plantpathology,mobilenet_v3_small,pca,2,KMeans,0.329997623636892
plantpathology,mobilenet_v3_small,pca,2,Hierarchical,0.3573264781491
plantpathology,mobilenet_v3_small,pca,2,GMM,0.336538966840086
plantpathology,mobilenet_v3_small,pca,2,DBSCAN,0.379835048909916
plantpathology,mobilenet_v3_small,pca,1,KMeans,0.329997623636892
plantpathology,mobilenet_v3_small,pca,1,Hierarchical,0.3573264781491
plantpathology,mobilenet_v3_small,pca,1,GMM,0.336538966840086
plantpathology,mobilenet_v3_small,pca,1,DBSCAN,0.379835048909916
plantpathology,regnet_x_16gf,tsne,2,KMeans,0.46426301356595
plantpathology,regnet_x_16gf,tsne,2,Hierarchical,0.486982172630499
plantpathology,regnet_x_16gf,tsne,2,GMM,0.496832469461368
plantpathology,regnet_x_16gf,tsne,2,DBSCAN,0.439848600887381
plantpathology,regnet_x_16gf,tsne,1,KMeans,0.275424654089715
plantpathology,regnet_x_16gf,tsne,1,Hierarchical,0.369296750493795
plantpathology,regnet_x_16gf,tsne,1,GMM,0.289021164021164
plantpathology,regnet_x_16gf,tsne,1,DBSCAN,0.493813971976548
plantpathology,regnet_x_16gf,umap,2,KMeans,0.374456048738033
plantpathology,regnet_x_16gf,umap,2,Hierarchical,0.401512098005447
plantpathology,regnet_x_16gf,umap,2,GMM,0.388455500249486
plantpathology,regnet_x_16gf,umap,2,DBSCAN,0.432120245517375
plantpathology,regnet_x_16gf,umap,1,KMeans,0.275191205216
plantpathology,regnet_x_16gf,umap,1,Hierarchical,0.374061091637456
plantpathology,regnet_x_16gf,umap,1,GMM,0.297794286539307
plantpathology,regnet_x_16gf,umap,1,DBSCAN,0.0815883512006145
plantpathology,regnet_x_16gf,pca,2,KMeans,0.300365401576996
plantpathology,regnet_x_16gf,pca,2,Hierarchical,0.265975820379966
plantpathology,regnet_x_16gf,pca,2,GMM,0.311116851804013
plantpathology,regnet_x_16gf,pca,2,DBSCAN,0.378165267004295
plantpathology,regnet_x_16gf,pca,1,KMeans,0.300365401576996
plantpathology,regnet_x_16gf,pca,1,Hierarchical,0.265975820379966
plantpathology,regnet_x_16gf,pca,1,GMM,0.311116851804013
plantpathology,regnet_x_16gf,pca,1,DBSCAN,0.378165267004295
plantpathology,regnet_x_1_6gf,tsne,2,KMeans,0.282836099695789
plantpathology,regnet_x_1_6gf,tsne,2,Hierarchical,0.20670588876178
plantpathology,regnet_x_1_6gf,tsne,2,GMM,0.317798764011878
plantpathology,regnet_x_1_6gf,tsne,2,DBSCAN,0.374950392888324
plantpathology,regnet_x_1_6gf,tsne,1,KMeans,0.443000371333086
plantpathology,regnet_x_1_6gf,tsne,1,Hierarchical,0.364893745715553
plantpathology,regnet_x_1_6gf,tsne,1,GMM,0.443491165422251
plantpathology,regnet_x_1_6gf,tsne,1,DBSCAN,0.359652729564496
plantpathology,regnet_x_1_6gf,umap,2,KMeans,0.47927376932823
plantpathology,regnet_x_1_6gf,umap,2,Hierarchical,0.402383861062502
plantpathology,regnet_x_1_6gf,umap,2,GMM,0.476221100996506
plantpathology,regnet_x_1_6gf,umap,2,DBSCAN,0.469968198091886
plantpathology,regnet_x_1_6gf,umap,1,KMeans,0.246438008737335
plantpathology,regnet_x_1_6gf,umap,1,Hierarchical,0.246214169821525
plantpathology,regnet_x_1_6gf,umap,1,GMM,0.281867145421903
plantpathology,regnet_x_1_6gf,umap,1,DBSCAN,0.358743136547633
plantpathology,regnet_x_1_6gf,pca,2,KMeans,0.420011268352501
plantpathology,regnet_x_1_6gf,pca,2,Hierarchical,0.450593359172094
plantpathology,regnet_x_1_6gf,pca,2,GMM,0.429379018399209
plantpathology,regnet_x_1_6gf,pca,2,DBSCAN,0.450175943698017
plantpathology,regnet_x_1_6gf,pca,1,KMeans,0.420011268352501
plantpathology,regnet_x_1_6gf,pca,1,Hierarchical,0.450593359172094
plantpathology,regnet_x_1_6gf,pca,1,GMM,0.429379018399209
plantpathology,regnet_x_1_6gf,pca,1,DBSCAN,0.450175943698017
plantpathology,regnet_x_32gf,tsne,2,KMeans,0.380649922251799
plantpathology,regnet_x_32gf,tsne,2,Hierarchical,0.319055757316813
plantpathology,regnet_x_32gf,tsne,2,GMM,0.377404733041691
plantpathology,regnet_x_32gf,tsne,2,DBSCAN,0.434855073851989
